"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","view_history","trait","stimulus","slider_start"
"true","false","[]","[]","[]","preload","0","1916","0.0-0.0","","","","","","",""
"","","","","","survey-text","1","33398","0.0-1.0","31481","{""Q0"":""5ac54531e1546900019c0487""}","","","","",""
"","","","","","survey-multi-choice","2","34974","0.0-2.0","1573","{""Eng"":""Yes""}","[0]","","","",""
"","","","","","instructions","3","41547","0.0-3.0","6571","","","[{""page_index"":0,""viewing_time"":4675},{""page_index"":1,""viewing_time"":1896}]","","",""
"","","","","","instructions","4","42968","0.0-4.0","1421","","","[{""page_index"":0,""viewing_time"":1421}]","","",""
"","","","","","instructions","5","48871","0.0-5.0","5901","","","[{""page_index"":0,""viewing_time"":975},{""page_index"":1,""viewing_time"":2535},{""page_index"":2,""viewing_time"":2391}]","","",""
"","","","","","survey-text","6","81866","0.0-6.0","32990","{""Q0"":""unconventional""}","","","Traditional","",""
"","","","","","html-slider-response","7","86318","0.0-7.0","4450","6","","","Traditional","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unconventional</strong> is a good fit for the opposite side of the <strong>Traditional</strong> scale?</p></div>","4"
"","","","","","survey-text","8","99249","0.0-8.0","12926","{""Q0"":""passive""}","","","Curious","",""
"","","","","","html-slider-response","9","101135","0.0-9.0","1885","4","","","Curious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>passive</strong> is a good fit for the opposite side of the <strong>Curious</strong> scale?</p></div>","4"
"","","","","","survey-text","10","116881","0.0-10.0","15742","{""Q0"":""controlled""}","","","Compulsive","",""
"","","","","","html-slider-response","11","119143","0.0-11.0","2261","2","","","Compulsive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>controlled</strong> is a good fit for the opposite side of the <strong>Compulsive</strong> scale?</p></div>","4"
"","","","","","survey-text","12","131681","0.0-12.0","12534","{""Q0"":""uneducated""}","","","Well-educated","",""
"","","","","","html-slider-response","13","134144","0.0-13.0","2461","5","","","Well-educated","<div style=""width:500px;""> <p>How strongly do you feel that <strong>uneducated</strong> is a good fit for the opposite side of the <strong>Well-educated</strong> scale?</p></div>","4"
"","","","","","survey-text","14","143916","0.0-14.0","9770","{""Q0"":""vigilant""}","","","Unobservant","",""
"","","","","","html-slider-response","15","145867","0.0-15.0","1949","5","","","Unobservant","<div style=""width:500px;""> <p>How strongly do you feel that <strong>vigilant</strong> is a good fit for the opposite side of the <strong>Unobservant</strong> scale?</p></div>","4"
"","","","","","survey-text","16","159366","0.0-16.0","13494","{""Q0"":""boring""}","","","Intense","",""
"","","","","","html-slider-response","17","162611","0.0-17.0","3243","1","","","Intense","<div style=""width:500px;""> <p>How strongly do you feel that <strong>boring</strong> is a good fit for the opposite side of the <strong>Intense</strong> scale?</p></div>","4"
"","","","","","survey-text","18","168082","0.0-18.0","5468","{""Q0"":""mindless""}","","","Thoughtful","",""
"","","","","","html-slider-response","19","169544","0.0-19.0","1462","2","","","Thoughtful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>mindless</strong> is a good fit for the opposite side of the <strong>Thoughtful</strong> scale?</p></div>","4"
"","","","","","survey-text","20","173807","0.0-20.0","4259","{""Q0"":""dominant""}","","","Submissive","",""
